Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03397-2024,LANTERNA HOTEL,BORACAY-AKLAN,MALAY,"ZONE V, BOLABOG ROAD, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",09437312214 / (036) 2882663,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00101-2021,LES PROPRIETES INC./AGOS BORACAY ROOMS + BEDS,BORACAY-AKLAN,MALAY,"MAIN ROAD, STATION 2, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",9291936441,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01751-2023,LILYVILLE LODGE,BORACAY-AKLAN,MALAY,"SITIO ANGOL, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01426-2022,LIME HOTEL BORACAY,BORACAY-AKLAN,MALAY,"SITIO MANGGAYAD, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",0933-866-3485-0999-819-3211,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03393-2024,LM-BORACAY APARTELLE,BORACAY-AKLAN,MALAY,"SITIO TAMBISAAN, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",9291232259,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01305-2022,LOLA'S LODGE,BORACAY-AKLAN,MALAY,"D’MALL, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",929 425 6553,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01416-2022,LUCKY SIX PENSION HOUSE,BORACAY-AKLAN,MALAY,"SITIO ANGOL BRGY, MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",(036) 288- 3241,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00005-2021,M & E GUESTHOUSE,BORACAY-AKLAN,MALAY,"STATION 3, SITIO AMBULONG, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",9563341093,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-02149-2023,MAGARBO HOTEL,BORACAY-AKLAN,MALAY,"STATION 2, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",9778235406,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01207-2022,"MARGARETTA LANE PROPERTIES, INC.",BORACAY-AKLAN,MALAY,"DINIWID HILLS, SITIO HAGDAN, BRGY. YAPAK, BORACAY ISLAND, MALAY, AKLAN",9185042592,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03621-2024,MARNIN'S PLACE,BORACAY-AKLAN,MALAY,"SITIO TAMBISAAN, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",(036) 288-3131 / 09514285116,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01024-2022,MARZON BEACH RESORT,BORACAY-AKLAN,MALAY,"SITIO ANGOL, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",9475312000,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01507-2022,MECASA HOTEL & SPA CORP,BORACAY-AKLAN,MALAY,"MECASA HOTEL, 1A BOLABOG BRGY. BALABAG, MALAY, AKLAN",9690340309,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01425-2022,MIRAGE SUITES DE BORACAY,BORACAY-AKLAN,MALAY,"STATION 2, ZONE 7, SITIO MANGGAYAD, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",288-9721,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03398-2024,MONALLAN BORACAY HOTEL INC.,BORACAY-AKLAN,MALAY,"SITIO AMBULONG, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",0912-870-0769,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03836-2025,MOONLIGHT BREEZE INN,BORACAY-AKLAN,MALAY,"SITIO ANGOL ROAD, BRGY.MANOC MANOC, MALAY AKLAN",9100391691,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03624-2024,MORENOS COTTAGES,BORACAY-AKLAN,MALAY,"SITIO AMBULONG, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",(036) 288-1829,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01955-2023,NIGI NIGI TOO BEACH RESORT,BORACAY-AKLAN,MALAY,"SITIO MANGGAYAD BRGY. BALABAG BORACAY MALAY, AKLAN",0933-468-2377,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01584-2022,OCEAN BREEZE INN,BORACAY-AKLAN,MALAY,"0864 SITIO AMBULONG, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",9695859509,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01047-2022,"OCEANWAY SUITES B3FJ, OPC",BORACAY-AKLAN,MALAY,"UNIT 3J, CLUSTER B, OCEANWAY RESIDENCES, BRGY. YAPAK, BORACAY ISLAND, MALAY, AKLAN",362885429,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01243-2022,ONE CRESCENT PLACE,BORACAY-AKLAN,MALAY,"STATION 1, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",9088867724,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01343-2022,PALASSA PRIVATE RESIDENCES,BORACAY-AKLAN,MALAY,"PALASSA PRIVATE RESIDENCES, SITIO BOLABOG, BRGY. BALABAG , BORACAY ISLAND, MALAY, AKLAN",9758944260,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01972-2023,PEREZ CABRERA APARTMENT,BORACAY-AKLAN,MALAY,"ZONE V, SITIO BOLABOG, BGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",9989038169,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03954-2025,RESIDENCIA DELA TORRE,BORACAY-AKLAN,MALAY,"SITIO KIPOT, MANOCMANOC, BORACAY ISLAND, MALAY, AKLAN",9270395367,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03624-2024,REYNACIDO INN,BORACAY-AKLAN,MALAY,"CAGBAN BOBON ZONE 1, BRGY. MANOCMANOC, BORACAY ISLAND MALAY, AKLAN",0936-958-4733,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-02056-2023,ROGER'S PLACE GUESTHOUSE-BORACAY,BORACAY-AKLAN,MALAY,"0689, ZONE 1, BANTUD PROPER, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",936 500 0436,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01225-2022,RONALD APARTMENT,BORACAY-AKLAN,MALAY,"GREENPOINT RESIDENCES, ANGOL ROAD, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",0977-819-8742/0964-925-7688,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03029-2024,SAMTHING GUEST HOUSE,BORACAY-AKLAN,MALAY,"ROOM 205 DANTE'S HIDEAWAY, SITIO ANGOL, BRGY. MANOC MANOC, BORACAY ISLAND, MALAY, AKLAN",9190838562,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00588-2022,"SANITARY CARE PRODUCTS ASIA, INC. - APARTELLE",BORACAY-AKLAN,MALAY,"SITIO BANTUD, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",9175289492,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00418-2021,SECRET GARDEN RESIDENTIAL APARTMENT RENTAL,BORACAY-AKLAN,MALAY,"SITIO BOLABOG, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",036 288 4888,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00586-2022,SERENE LA PLAYA,BORACAY-AKLAN,MALAY,"BORACAY ISLAND BRGY. BALABAG, MALAY, AKLAN",(036) 288-6120,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01801-2023,SHENNA'S BEACH RESORT - MAIN,BORACAY-AKLAN,MALAY,"STATION 2, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",9178461746,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03383-2024,SHORE TIME HOTEL CORPORATION-DORMITEL,BORACAY-AKLAN,MALAY,"SITIO CAGBAN, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",362889477,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03396-2024,SIGNATURE BORACAY BLUE,BORACAY-AKLAN,MALAY,"SITIO ANGOL, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",(036)288-6740,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01516-2022,SIGNATURE HOTELS CORPORATION-SIGNATURE BORACAY PUNTA ROSA,BORACAY-AKLAN,MALAY,"SITIO PINAUNGON, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",288 34 00,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00854-2022,SULU PLAZA LODGE,BORACAY-AKLAN,MALAY,"AMBULONG STATION 3, BRGY, MANOC MANOC, MALAY, AKLAN",362889907,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-02286-2024,SUNSHINE'S RESORT,BORACAY-AKLAN,MALAY,"BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",0929-600-9863,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00824-2022,SUNVILLA BEACHFRONT HOTEL,BORACAY-AKLAN,MALAY,"STATION 1, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",9198202922,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01228-2022,SWAHILI APARTELLE,BORACAY-AKLAN,MALAY,"BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",9812953387,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-02019-2023,THE CENTRAL INN BORACAY ISLAND,BORACAY-AKLAN,MALAY,"BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",9177008571,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01421-2022,THE LAZY DOG BED AND BREAKFAST/THE LAZY DOG COTTAGES,BORACAY-AKLAN,MALAY,"SITIO BOLABOG, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",9209723346,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00330-2021,THE ORIENT BEACH BORACAY INC.,BORACAY-AKLAN,MALAY,"SITIO HAGDAN, BRGY. YAPAK, BORACAY ISLAND, MALAY, AKLAN",(036) 288-3300,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00785-2022,THE PARAGON BORACAY SUITES,BORACAY-AKLAN,MALAY,"AMBULONG ROAD, STATION 3, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",9613884087,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00042-2021,TITA MAGZ INN,BORACAY-AKLAN,MALAY,"SITIO AMBULONG, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",9209019629,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00270-2021,TROPICANA OCEAN VILLAS,BORACAY-AKLAN,MALAY,"SITIO DINIWID, BRGY. BALABAG, BORACAY ISLAND, MALAY AKLAN",2883784,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01753-2023,"TRUE HOME HOTEL, INC.",BORACAY-AKLAN,MALAY,"BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",9362884206,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03264-2024,TURTLE INN RESORT,BORACAY-AKLAN,MALAY,"STATION 3, SITIO AMBULONG, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",9150222304,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01469-2022,TWIN AP HOMES,BORACAY-AKLAN,MALAY,"0857, APO COMPOUND, SITIO SINAGPA, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",9991590238,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01420-2022,VICENTE AGUIRRE COTTAGES,BORACAY-AKLAN,MALAY,"ZONE 7, ST. VICENTE COMPOUND, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",0949-673-7772,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01255-2022,VILLA AMBRIA,BORACAY-AKLAN,MALAY,"693 BUKID WAY, SITIO DINIWID, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",(036) 288-4421,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01683-2023,VILLA ROMERO DE BORACAY,BORACAY-AKLAN,MALAY,"STATION 3, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",(036) 288-5666,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00499-2021,VILLA SUNSET BORACAY INC.,BORACAY-AKLAN,MALAY,"SITIO MANGGAYAD, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",9984234650,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01418-2022,WENDYS APARTELLE / WENDYS BAR & RESTAURANT,BORACAY-AKLAN,MALAY,"BUKID TALIPAPA, SITIO MANGGAYAD, STATION 3, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",362886103,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01391-2022,WHITE BEACH DE BORACAY,BORACAY-AKLAN,MALAY,"ZONE 6, STATION 1, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",0961-794-6986,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03691-2025,WHITEBEACH DE BORACAY STATION1 EXTENSION HOTEL,BORACAY-AKLAN,MALAY,"BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",0919-820-2922,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00784-2022,WIND RIDERS INN RESORT,BORACAY-AKLAN,MALAY,"SITIO BOLABOG, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",036 288 4477,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01444-2022,ZUZUNI BOUTIQUE HOTEL (GIPSEA INC.),BORACAY-AKLAN,MALAY,"ZUZUNI BOUTIQUE HOTEL FRONT BEACH STATION 1, BRGY.BALABAG, BORACAY ISLAND MALAY, AKLAN",9398044631,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01329-2022,ROYAL RIDGE RESIDENCE INN,BORACAY-AKLAN,MALAY,"SITIO BOLABOG, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",9052116181,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-04224-2025,BORACAY COCO HUTS,BORACAY-AKLAN,MALAY,"ZONE VI- BALABAG EXTENSION, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",9273475538,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00031-2021,MORENO'S LODGING,BORACAY-AKLAN,MALAY,"STATION 3 AMBULONG, BRGY. MANOCMANOC, BORACAY ISLAND, MALAY, AKLAN",,,10/31/2026
,​,,,,,,,,
REGION 6,Homestay,DOT-R06-HMY-02618-2024,4J'S MINI INN,ANTIQUE,LIBERTAD,"NATIONAL ROAD, BRGY. CENTRO WESTE (POB.), LIBERTAD, ANTIQUE",0963-663-7309,,10/31/2026
REGION 6,Homestay,DOT-R06-HMY-02817-2024,GRJ HOMESTAY,ANTIQUE,LIBERTAD,"CORNER NATIONAL ROAD AND QUEZON STREET, BRGY. CENTRO WESTE (POB.) LIBERTAD, ANTIQUE",9857896693,,10/31/2026
REGION 6,Homestay,DOT-R06-HMY-03282-2024,OCEANVILLE HOMESTAY,GUIMARAS,NUEVA VALENCIA,"SITIO BAYBAY, BRGY. CABALAGNAN, NUEVA VALENCIA, GUIMARAS",9209284852,,10/31/2026
REGION 6,Homestay,DOT-R06-HMY-02619-2024,SG ANCESTRAL HOMESTAY,ANTIQUE,LIBERTAD,"SUGAR STREET, BRGY. CENTRO ESTE (POB.), LIBERTAD, ANTIQUE",9562634207,,10/31/2026
,​,,,,,,,,
REGION 6,Apartment Hotel,DOT-R06-APT-01762-2023,ARGONAUTA BORACAY,BORACAY-AKLAN,MALAY,"272 SITIO HAGDAN, BRGY. YAPAK, BORACAY ISLAND, MALAY, AKLAN",0917-678-2746,,10/31/2026
REGION 6,Apartment Hotel,DOT-R06-APT-00585-2022,AZALEA HOTELS & RESIDENCES BORACAY,BORACAY-AKLAN,MALAY,"ROAD C, ZONE 7, SITIO MANGGAYAD, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",(036) 288-1144,,10/31/2026
,,,(8990 LEISURE AND RESORTS CORPORATION),,,,,,
REGION 6,Apartment Hotel,DOT-R06-APT-01813-2023,BORACAY AMOR APARTMENTS,BORACAY-AKLAN,MALAY,"SITIO DINIWID, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",0968-800-0074,,10/31/2026
REGION 6,Apartment Hotel,DOT-R06-APT-00154-2021,E & F CONDOTEL,AKLAN,KALIBO,"318, MAGDALENA VILLAGE, BRGY. NEW BUSWANG, KALIBO, AKLAN",036 500 6778,,10/31/2026
REGION 6,Apartment Hotel,DOT-R06-APT-03756-2025,ROYAL PALAZZO ITALIAN APARTMENTS,BORACAY-AKLAN,MALAY,"BUKID WAY, SITIO DINIWID, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",0956-058-8418,,10/31/2026
REGION 6,Apartment Hotel,DOT-R06-APT-00507-2021,SCANDI BORACAY,BORACAY-AKLAN,MALAY,"0179 ZONE V, SITIO BOLABOG, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",(036) 288-5412,,10/31/2026
REGION 6,Apartment Hotel,DOT-R06-APT-00356-2021,UNDER THE STARS LUXURY APARTMENTS,BORACAY-AKLAN,MALAY,"SITIO TAMBISAAN, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",0917-119-6424,,10/31/2026
,​,,,,,,,,
REGION 6,MICE Organizer,DOT-R06-MCO-03079-2024,PASSION 8 EVENTS AND SERVICES,ILOILO CITY,ILOILO CITY,"5931 DEMOCRACIA STREET, BRGY. MARIA CRISTINA, JARO, ILOILO CITY",0998-372-9433,,6/30/2026
REGION 6,MICE Organizer,DOT-R06-MCO-03368-2024,SEJOUR TOURS AND EVENTS,BACOLOD CITY,BACOLOD CITY,"B6 L4 STA. MONICA ST., ERORECO SUBDIVISION, BRGY. MANDALAGAN, BACOLOD CITY",9173231631,,6/30/2026
REGION 6,MICE Organizer,DOT-R06-MCO-01852-2023,T3 CENTRE EVENTS MANAGEMENT SERVICES,BACOLOD CITY,BACOLOD CITY,"L5B7 SAGITTARIUS ST., GREENSVILLE 3, BRGY. VILLAMONTE, BACOLOD CITY",0977-841-0689,,6/30/2026
REGION 6,MICE Organizer,DOT-R06-MCO-00946-2022,THE PERFECTPLANNERS CORP,ILOILO,PAVIA,"2NF FLOOR, TAMAYO BLDG., ZONE 3, BRGY. JIBAO-AN, PAVIA, ILOILO",0917-166-1929,,6/30/2026
,​,,,,,,,,
REGION 6,MICE Venue / Facility,DOT-R06-MCF-03080-2024,CAPITOL CENTRAL COMMERCIAL VENTURES CORP.,BACOLOD CITY,BACOLOD CITY,"3RD FLOOR CAPITOL CENTRAL MALL, CORNER GATUSLAO ST. & NORTH CAPITOL ROAD, BRGY. 8, BACOLOD CITY",(034) 700-7303,,6/30/2026
REGION 6,MICE Venue / Facility,DOT-R06-MCF-01134-2022,CIRCULO CONVENTION CENTER,CAPIZ,ROXAS CITY,"CIRCULO HILL COMPLEX, PUEBLO DE PANAY TOWNSHIP, BRGY. DINGINAN, ROXAS CITY, CAPIZ",0917-312-1498,,6/30/2026
REGION 6,MICE Venue / Facility,DOT-R06-MCF-04097-2025,CORAL BALLROOM (CRIMSON RESORT & SPA BORACAY),BORACAY-AKLAN,MALAY,"PUNTA BUNGA COVE., HAGDAN, BRGY. YAPAK, BORACAY ISLAND, MALAY, AKLAN",(036) 669 5888,,6/30/2026
REGION 6,MICE Venue / Facility,DOT-R06-MCF-00405-2021,ILOILO CONVENTION CENTER,ILOILO CITY,ILOILO CITY,"MEGAWORLD BLVD., BRGY. AIRPORT (TABUCAN AIRPORT), MADURRIAO, ILOILO CITY",(033) 335-117 to 76,,6/30/2026
REGION 6,MICE Venue / Facility,DOT-R06-MCF-03974-2025,KYLA'S EVENT HALL EVENTS PLACE RENTAL,NEGROS OCCIDENTAL,SIPALAY CITY,"PUROK 3, BRGY. 2 (POB.), SIPALAY CITY, NEGROS OCCIDENTAL",9684454783,,6/30/2026
REGION 6,MICE Venue / Facility,DOT-R06-MCF-02877-2024,SMX CONVENTION CENTER BACOLOD,BACOLOD CITY,BACOLOD CITY,"3RD LEVEL, SM CITY BACOLOD, BISHOP ANTONIO Y. FORTICH AVENUE, BRGY. 12 (POB.), BACOLOD CITY",(034) 468-9999,,6/30/2026
,​,,,,,,,,
REGION 6,Travel and Tour Agency,DOT-R06-TTA-01944-2023,5 STARS PREMIUM HOLIDAYS TRAVEL AND TOURS,BORACAY-AKLAN,MALAY,"ZONE 6, BALABAG EXT., BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",0969-022-6665,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-00939-2022,ACCESSWORLD TRAVEL AND TOURS,NEGROS OCCIDENTAL,KABANKALAN CITY,"AQUILES ZAYCO AVE., BRGY. 1 (POB.), KABANKALAN CITY, NEGROS OCCIDENTAL",9995475773,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-00914-2022,ALLSTAR TRAVEL AND EVENTS CO.,ILOILO CITY,ILOILO CITY,"7B ONATE DE LEON ST., BRGY. OÑATE DE LEON, MANDURRIAO, ILOILO CITY",0922-889-9354,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-03042-2024,AMAZING DISCOVERIES TRAVELS OPC,CAPIZ,ROXAS CITY,"3RD FLR, ROOM 15 CAPIZ GOVERNMENT BUSINESS CENTER, BRGY. TIZA, ROXAS CITY, CAPIZ",0917-775-5130,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-03180-2024,AMAZING DISCOVERIES TRAVELS OPC,CAPIZ,ROXAS CITY,"2ND FLOOR, SM CITY, ARNALDO BLVD., BRGY. BAYBAY, ROXAS CITY, CAPIZ",0917-775-5130,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-03017-2024,"AMAZING TRAILS TRAVEL CO. LTD.,",ILOILO CITY,ILOILO CITY,"UNIT 604, AVIDA TOWER 3, DONATO PISON AVE. ATRIA PARK DISTRICT, BRGY. SAN RAFAEL, MANDURRIAO, ILOILO CITY",0920-928-4638,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-03704-2025,ANGELY TRAVEL AND TOURS,GUIMARAS,BUENAVISTA,"BRGY. ZALDIVAR, BUENAVISTA, GUIMARAS",0917-311-0174,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-04029-2025,ANYWHERE BOUND TRAVEL & TOURS,ILOILO CITY,ILOILO CITY,"#142 AVANCEÑA STREET, BRGY. NORTH FUNDIDOR, MOLO, ILOILO CITY",0917 800 4286,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-03840-2025,ASIA LANDMARK TOURS AND TRAVEL INC.,BORACAY-AKLAN,MALAY,"UNIT 202 2ND FLOOR COB BUILDING ZONE 6 EXT BRGY. BALABAG, MALAY, AKLAN",0956-825-9815,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-03137-2024,AVA TRAVEL AND TOURS,GUIMARAS,JORDAN,"BRGY. HOSKYN, JORDAN, GUIMARAS",0945-546-0063,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-03026-2024,AVANA HOLIDAYS CORPORATION,BORACAY-AKLAN,MALAY,"SITIO AMBULONG, BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",(036) 288-9696,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-00583-2022,B AND C ISLAND LEISURE TOURS CORPORATION,BORACAY-AKLAN,MALAY,"BRGY. MANOC-MANOC, BORACAY ISLAND, MALAY, AKLAN",9216619189,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-00866-2022,BACOLOD TOUR GUIDE CO. LTD.,BACOLOD CITY,BACOLOD CITY,"#11 PUROK MAGBINULIGAY, BATA SUBDIVISION, BRGY. BATA, BACOLOD CITY",0945-395-7571,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-03820-2025,BAMBOO TRAVEL AND TOURS,BORACAY-AKLAN,MALAY,"STATION 3, SITIO MANGGAYAD, MANOC-MANOC, MALAY, AKLAN",0910-419-7010,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-00935-2022,BCD BUDGET TRIPPER TRAVEL AND TOURS,NEGROS OCCIDENTAL,E.B MAGALONA,"BAGA-AS SUBD., BRGY. TABIGUE, ENRIQUE B. MAGALONA, NEGROS OCCIDENTAL",9214249259,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-02864-2024,BGTP TRAVEL & TOURS,ILOILO,PASSI CITY,"MARKET ANNEX BUILDING, F PALMARES ST., BRGY. POB ILAWOD, PASSI CITY, ILOILO",0939-924-4305,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-01827-2023,BJC WATER7 TRAVEL & TOURS,AKLAN,MALAY,"NATIONAL HIGHWAY, BRGY. CATICLAN, MALAY, AKLAN",0948-910-6206,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-03772-2025,BMG TOURS AND TRAVEL CORP,BACOLOD CITY,BACOLOD CITY,"BLOCK 27 LOT 6 JOSEFINA ST., ERORECO SUBDIVISION, BRGY. MANDALAGAN, BACOLOD CITY",0917-835-6763,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-01574-2022,BORACAY FAITHFULLY TRAVEL & TOURS,BORACAY-AKLAN,MALAY,"2ND FLOOR TUPAS BUILDING, BRGY. BALABAG, BORCAY ISLAND, MALAY, AKLAN",036-288-2356,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-02247-2023,BORACAY OPTION TOURS AND TRAVEL SERVICES INC.,BORACAY-AKLAN,MALAY,"SECRET GARDEN RESORT, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",9614144130,,6/30/2026
REGION 6,Travel and Tour Agency,DOT-R06-TTA-03271-2024,BORDS TRAVEL AND TOURS,ILOILO,PASSI CITY,"SAN JUAN STREET, BRGY. POBLACION ILAWOD, PASSI CITY, ILOILO",9499929056,,6/30/2026
