Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01024-2025,B&S ORCHIDS SUITES HOTEL,Zamboanga del Norte,Dipolog City,"Purok Nipa, Minaog, Dipolog City, Zamboanga del Norte","9477641631, 09551021367",byranpaclebsimbranaa@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01028-2025,B&S PENSION HOUSE,Zamboanga del Norte,Dipolog City,"Bolicon,Turno,Dipolog City, Zamboanga del Norte",9128523662,bryansimbran@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00234-2021,GT'S PENSIONNE,Zamboanga del Norte,Dipolog City,"Lalawan Dicayas, Dipolog City,Zamboanga del Norte","09098904213, 09260031863",maligromail@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00536-2023,VICTORIA PENSION HOUSE,Zamboanga del Norte,Dipolog City,Bypas Road Sta. Isabel Estaka Dipolog City,065-9183061,victorialoafs@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00022-2020,REHAN GRAND SUITES,Zamboanga del Norte,Dipolog City,"Herrera St.., Central,Dipolog City, Zamboanga del Norte",0999 880 9697,graemmesamonte13@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00311-2022,MEACO ROYAL HOTEL INC.,Zamboanga del Norte,Dipolog City,RIZAL AVE. CENTRAL BRGY. DIPOLOG CITY,"300 0109,0962 994 8017,0977 885 8000",dipologhotel@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00307-2022,HAPPYTELLE INC.,Zamboanga del Norte,Dipolog City,"Magsaysay Cor. Malvar St.Central, Dipolog City, Zamboanga del Norte","0909 629 9375, 065 212 0888",stay@happytelle.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00341-2022,RESTRETO INN,Zamboanga del Norte,Dipolog City,"NATIONAL HIGHWAY, BRGY. MINAOG, DIPOLOG CITY, ZAMBOANGA DEL NORTE",0917 724 0044,windgateland@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01082-2025,FILIPINAS' HOSTEL,Zamboanga del Norte,Dipolog City,"Padre Ramon Street, Brgy. Biason, Dipolog City, Zamboanga del Norte",0954 163 8309,filipinashostelreception@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00218-202,JAM'S PENSION HOUSE,Zamboanga del Norte,Dipolog City,"Mibang, Brgy. Sta. Filomena, Dipolog City, Zamboanga del Norte",0907 992 3730,jamspensionhouse@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01118-2025,PEPIC'S LODGE,Zamboanga del Norte,Dipolog City,"Herrera Street corner Malvar street,Brgy. Cental, Dipolog City, Zamboanga del Norte",0907 404 0850,fjb.bir@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01129-2025,ANAHAW'S INN,Zamboanga del Norte,Dipolog City,"Lobing Ogis, Brgy. Galas, Dipolog City, Zamboanga del Norte","09650461991, 09128622219",sbaconsumer144@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00818-2024,AZUL MAR BEACH RESORT,Zamboanga del Norte,Liloy,Santa Cruz Liloy Zamboanga Del Norte,0926 574 1727,fabillaranteresa27@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00826-2024,CHENEY RESIDENCE INN,Zamboanga del Norte,Liloy,"Purok 1, Fatima, Liloy, Zamboagna del Norte",0966 700 5242,cheneyresidence.inn@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00229-2021,LOVE BEACH RESORT,Zamboanga del Norte,Liloy,"Santa Cruz, Liloy Zamboanga del Norte",0936 872 2732,lovebeachresortbeach@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00227-2021,SOLAJ BEACH RESORT,Zamboanga del Norte,Liloy,"Banigan,Liloy, Zamboanga del Norte",0926 454 8209,beachsolaj@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-RES-00249-2021,ROCK DIVE RESORT,Zamboanga del Norte,Liloy,"Santa Cruz, Liloy Zamboanga del Norte",9469891376,rockdiveresort@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00833-2024,Amylie Inn,Zamboanga del Norte,Liloy,Fatima Liloy Zamboanga del Norte,9489891376,amylieinn80@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00841-2024,SEE ESCAPADE HOTEL,Zamboanga del Norte,Liloy,"Timan, Liloy Zamboanga del Norte",0935 174 6934,seeescapadehotel@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00849-2024,Osannah Pension House,Zamboanga del Norte,Liloy,Baybay Liloy Zamboanga del Norte,0948 989 1376,osannahpensionhouse@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00314-2022,SUNDANCE RESORT AND RESTAURANT,Zamboanga del Norte,Tampilisan,"National Highway, Camul, Tampilisan, Zamboanga del Norte",9305174576,sundance.resort1208@gmail.com,"October 31, 2026"
Region 9,Restaurant,DOT-R09-RST-00526-2023,VIEWPOINT OUTDOOR LEISURE CENTER (CAFE VIEWPOINT),Zamboanga del Norte,Sergio Osmeña Sr.,"HIGHWAY TININDUGAN, SERGIO OSMENA, ZAMBOANGA DEL NORTE",09776 707 286,manager.viewpoint@gmail.com,"March 12, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00074-2021,GV HOTEL IPIL / VISMIN GV HOTEL INC.,Zamboanga Sibugay,Ipil,"Climaco Drive, Veteran's Vilalge,Ipil, Zamboanga Sibugay",0917 705 6824,ipil@gvhotels.com.ph,"October 31, 2025"
Region 9,Land Transport Operator,DOT-R09-TTO-00432-2023,ASIA'S LATIN CITY TRANSPORT SERVICES COOPERATIVE,Zamboanga del Sur,Zamboanga City,"Mayor Jaldon Street, Canelar, Zamboanga City",(062) 993-7661,altscoop.2022@gmail.com,"April 30, 2026"
Region 9,Land Transport Operator,DOT-R09-TTO-00411-2022,GLORIA DE DAPITAN INC.,Zamboanga del Norte,Dapitan City,"Dawo, Dapitan City",0966 872 1222,gloriabus2024@gmail.com,"June 30, 2026"
Region 9,MICE Organizer,DOT-R09-MCO-00180-2021,GARDEN ORCHID HOTEL & RESORT CORP.,Zamboanga del Sur,Zamboanga City,"Governor Camins Avenue, Brgy. Canelar,Zamboanga City",(062) 991 0032,GOHMICEorganizer@gmail.com,"June 30, 2026"
Region 9,MICE Venue / Facility,DOT-R09-MCF-00221-2021,GARDEN ORCHID HOTEL & RESORT CORP.,Zamboanga del Sur,Zamboanga City,"Governor Camins Avenue, Brgy. Canelar,Zamboanga City",(062) 991 0032,GOHMICEorganizer@gmail.com,"June 30, 2026"
Region 9,MICE Venue / Facility,DOT-R09-MCF-00252-2021,MARCIAN GARDEN HOTEL INC.(PALACIO DEL SUR),Zamboanga del Sur,Zamboanga City,"Governor Camins Avenue, Brgy. Canelar,Zamboanga City",0995 673 6521,marcianhotels@gmail.com,"October 31, 2026"
Region 9,MICE Venue / Facility,DOT-R09-MCF-01010-2024,ASTORIA REGENCY,Zamboanga del Sur,Zamboanga City,"Km 5, Scout Limbaga, Pasonanca, Zamboanga City",0917 626 1775,astoriaregencydot2024@gmail.com,"June 30, 2026"
Region 9,Restaurant,DOT-R09-RST-00459-2023,FAMILY FRIED CHICKEN RESTAURANT,Zamboanga del Sur,Zamboanga City,"Mayor Jaldon Street, Brgy. Canelar, Zamboanga City",63 991 9239,sypausilino@gmail.com,"August 1, 2026"
Region 9,Restaurant,DOT-R09-RST-00836-2024,BOOKS&CUPS,Zamboanga del Sur,Zamboanga City,"193-A Don Toribio Street, Brgy Tetuan, Zamboanga City",9979047108,booksandcups2023@gmail.com,"March 14, 2026"
Region 9,Restaurant,DOT-R09-RST-00929-2024,KALYE SIETE FOOD HUB AND KTV,Zamboanga del Sur,Zamboanga City,"GST II Bldg., Mayor Vitaliano Agan Avenue,Brgy. Camino Nuevo, Zamboanga City","0917 832 9452, 0967 219 0857",kalyesieteph@gmail.com,"September 2, 2025"
Region 9,Restaurant,DOT-R09-RST-00134-2021,CHOWTIME CUISINE,Zamboanga del Sur,Zamboanga City,"MCLL Highway, Zone 4, Brgy. Divisoria, Zamboanga City,",629 840 177,Jonmac23_2002@yahoo.com,"September 10, 2025"
Region 9,Restaurant,DOT-R09-RST-00975-2024,WOLF AND BOY CORPORATION (TAZA CAFE),Zamboanga del Sur,Zamboanga City,"Makenter Building, Mayor Jaldon Street, Canelar, Zamboanga City",0953 295 0006,wolfandboycorporation@gmail.com,"October 22, 2025"
Region 9,Restaurant,DOT-R09-RST-00979-2024,KAMAYAN CHILL AND GRILL,Zamboanga del Sur,Zamboanga City,"Caltex Veterans barangay Camino Nuevo, Zamboanga City",0953 867 1552,paul.anthony02@yahoo.com,"October 28, 2025"
Region 9,Restaurant,DOT-R09-RST-01007-2024,METRONOIA CORPORATION (COFFEE HOUR),Zamboanga del Sur,Zamboanga City,"NZHC BLDG., AIRPORT ROAD, CANELAR, ZAMBOANGA CITY",(062) 983 1736,coffeehour.17@gmail.com,"November 27, 2025"
Region 9,Restaurant,DOT-R09-RST-01017-2024,MOOD CAFE,Zamboanga del Sur,Zamboanga City,"Camino Nuevo, Caltex Veterans, Zamboanga City",0977 338 8663,moodcoffeeandbar@gmail.com,"December 19, 2025"
Region 9,Restaurant,DOT-R09-RST-00345-2022,"CFS INC. (FORMERLY: CHINITOS FOOD SERVICE, INC.)",Zamboanga del Sur,Zamboanga City,"Gov. Camins Avenue, Brgy. Canelar, Zamboanga City","9550499, 09053179366, 09266901224",chinitos.asiankitchen97@gmail.com,"August 1, 2026"
Region 9,Restaurant,DOT-R09-RST-00933-2024,RHEINDROPS EATERY,Chartered City,Isabela City,"Isabela Proper, Isabela City, Basilan",0915 397 7423,sanicopeejay21@yahoo.com,"September 4, 2025"
Region 9,Restaurant,DOT-R09-RST-00464-2023,FONT RESTAURANT,Chartered City,Isabela City,"Brgy. Seaside, Isabela City, Basilan",0906 372 6964,waterfont@yahoo.com,"September 4, 2025"
Region 9,Restaurant,DOT-R09-RST-00511-2023,YAMMY'S SEAFOOD GRILL CO.,Zamboanga del Sur,Pagadian City,"Purok San Francisco, Broca Street, San Jose District, Pagadian City, Zamboanga Del Sur",0998 952 0899,yammysseafoodgrill2@gmail.com,"June 13, 2026"
Region 9,Restaurant,DOT-R09-RST-01104-2025,KAMAYAN SA PAGADIAN,Zamboanga del Sur,Pagadian City,"Chandler Building Fs Pajares Ave Gatas District Pagadian City, Zamboanga del Sur",9700503380,kamayansapagadian21@gmail.com,"June 19, 2026"
Region 9,Restaurant,DOT-R09-RST-01133-2025,1988 RESTOBAR,Zamboanga del Norte,Dipolog City,"Magsaysay Street, Brgy. Central, Dipolog City, Zamboanga del norte","0915 745 3468, 09310563378",1988bistroandbar@gmail.com,"August 1, 2026"
Region 9,Restaurant,DOT-R09-RST-00344-2022,BIG JOES CAFE,Zamboanga del Norte,Dipolog City,"Gen. Luna St., Central, Dipolog City, Zamboanga del Norte",(062) 212-4111/212-3025,jovyapril_lim@yahoo.com,"October 10, 2025"
Region 9,Restaurant,DOT-R09-RST-00121-2021,CHLISY CRAFT CAFÉ,Zamboanga del Norte,Dipolog City,"Magsaysay St., Central, Dipolog City",(065) 212-5678 / 212-2882,clsfoodplazamain@gmail.com,"October 3, 2025"
Region 9,Restaurant,DOT-R09-RST-00111-2021,CRISTOBAL CASA COCINA,Zamboanga del Norte,Dipolog City,"Magsaysay St., Central, Dipolog City",(065) 212-1666,chlisy@yahoo.com,"October 3, 2025"
Region 9,Restaurant,DOT-R09-RST-00109-2021,CLS FOOD PLAZA,Zamboanga del Norte,Dipolog City,"Magsaysay St., Central, Dipolog City",(065) 212-2882,chlisy1104@gmail.com,"September 28, 2025"
Region 9,Restaurant,DOT-R09-RST-00359-2022,KLUNG'S MELTING POT RESTO CAFÉ,Zamboanga del Norte,Dipolog City,"Purok Orchids, Barangay Sicayab, Dipolog City, Zamboanga del Norte",09152947381; 09101681573; 09294901746 ; (065) 908-6612,clarisagodiansay@yahoo.com,"October 25, 2025"
Region 9,Restaurant,DOT-R09-RST-00520-2023,LALCOS DELIGHTS CAFE,Zamboanga del Norte,Dipolog City,"Stall 6 & 7 Lorenzo Gardenville 2 Commercial, Brgy. Turno, Dipolog City, Zambaogna del Norte",9190957468,lalcosdelightscafe@gmail.com,"October 10, 2025"
Region 9,Restaurant,DOT-R09-RST-00541-2023,BINOYS RESTAURANT,Zamboanga del Norte,Dipolog City,"Gen. Luna St. Central Brgy. Dipolog City, Zamboanga del Norte",65 300 0915,cusinadebinoys@gmail.com,"April 30, 2026"
Region 9,Restaurant,DOT-R09-RST-01096-2025,QAH'WAH ST. FOOD AND BEVERAGE STATION,Zamboanga del Norte,Dipolog City,"Casbaj Building. Gonzales Street., Brgy. Central, Mioutak, Dipolog City, Zamboanga del Norte",0917 472 8820,jkcandelaria2393@gmail.com,"June 9, 2026"
Region 9,Restaurant,DOT-R09-RST-01099-2025,AMERINO CAFE,Zamboanga del Norte,Dipolog City,"Martinez Street, Brgy. Central, Dipolog City, Zamboanga del Norte","0927 394 3033, 0908 107 6949","cabellasen@gmail.com, aina.prodesk@gmail.com","June 13, 2026"
Region 9,Restaurant,DOT-R09-RST-01081-2025,LOCALHOST CAFE,Zamboanga del Norte,Dapitan City,"001 City Hall Drive, Brgy. Santa Cruz, Dapitan City, Zamboanga del Norte",0968 883 1784,thelocalhostcafe@gmail.com,"April 22, 2026"
Region 9,Restaurant,DOT-R09-RST-00284-2022,CECILIA’S PLATE,Zamboanga del Norte,Mutia,"Barangay Alvenda, Mutia, Zamboanga del Norte",9171441275,angelicacarreon0414@gmail.com,"October 10, 2025"
Region 9,Restaurant,DOT-R09-RST-00001-2023 (M),DAD-N-MOM'S RESTAURANT,Zamboanga Sibugay,Ipil,"Purok Bangkal, Tuway, Ipil, Zamboanga Sibugay",0995 8231564,joaquinjoy28@gmail.com,"November 8, 2026"
Region 9,Restaurant,DOT-R09-RST-00995-2024,KAPREHH CAFE,Zamboanga Sibugay,Ipil,"CL Arcade, Poblacion, Ipil, Zamboanga Sibugay",0963 922 7303,junjierodriguez1989@gmail.com,"November 15, 2025"
Region 9,Restaurant,DOT-R09-RST-01088-2025,CAFE ABIA,Zamboanga Sibugay,Ipil,"J-Jireh Building, Veterans Village(Ruiz), Ipil. Zamboanga Sibugay",0917 631 8605,aleyacamille@gmail.com,"May 8, 2026"
Region 9,Tourism Recreation Center,DOT-R09-SRC-01003-2024,GULANGAN BEACH RESORT,Zamboanga del Sur,Zamboanga City,"Brgy. Panubigan, Zamboanga City",0956 851 1555,dhungz_boy27@yahoo.com,"November 25, 2025"
Region 9,Tourism Recreation Center,DOT-R09-SRC-01075-2025,YZABEL BEACH RESORT,Zamboanga del Sur,Zamboanga City,Miluao Patalon Zamboanga City,0917 710 0432,sispharmacy@gmail.com,"March 20, 2026"
Region 9,Tourism Recreation Center,DOT-R09-SRC-01090-2025,DEL LAVIE BEACH RESORT,Zamboanga del Sur,Zamboanga City,"Seaside , Sitio Pitas, Bolong, zamboanga City",0945 468 1882,"jodlisahac@gmail.com,","May 8, 2026"
,,,,,,,,dellavievilla@gmail.com,
Region 9,Tourism Recreation Center,DOT-R09-SRC-00208-2021,RJWJ NATURE PARK,Zamboanga del Sur,Dumingag,"Purok 1 Senote, Dumingag Zamboanga del Sur",0966 173 1933,wiljanej@gmail.com,"July 2, 2026"
Region 9,Tourism Recreation Center,DOT-R09-SRC-00264-2021,ENGLIS OVERVIEW NATURE PARK,Zamboanga del Sur,Bayog,"Purok 7, Kahayagan Bayog Zamboanga Del Sur",0955 667 3901,jeanenglis1@gmail.com,"December 19, 2025"
Region 9,Tourism Recreation Center,DOT-R09-SRC-00806-2024,NIKKA’S RIDGE NATURE PARK,Zamboanga del Norte,Sergio Osmeña Sr.,"Tinindugan, Sergio Osmeña, Sr., Zamboanga Del Norte",0995 943 4693,nikkados@icloud.com,"March 24, 2026"
Region 9,Tourism Recreation Center,DOT-R09-SRC-01027-2025,ARROW HIVE BEACH RESORT,Zamboanga del Norte,Sindangan,"Tigbao, Sindangan, Zamboanga del Norte",9537495581,glenny throssmura91@gmail.com,"January 16, 2026"
Region 9,Tourism Recreation Center,DOT-R09-SRC-00899-2024,GOODYEAR AGRARIAN REFORM BENEFICIARIES MULTI-PURPOSE COOPERATIVE HOT SPRING RESORT,Zamboanga Sibugay,Kabasalan,"BACONG A, GOODYEAR, KABASALAN ZAMBOANGA SIBUGAY",0955 592 3928,garbemco@yahoo.com,"July 14, 2026"
Region 9,Tourism Recreation Center,DOT-R09-SRC-00997-2024,AMIGOS PRIVATE RESORT,Zamboanga Sibugay,Kabasalan,"Purok B, Riverside, Kabasalan, Zamboanga Sibugay,",0917 720 3314,amigostravelexpress@gmail.com,"November 15, 2025"
Region 9,Tourism Recreation Center,DOT-R09-SRC-00996-2024,SOFIA & KATRINA'S RESORT,Zamboanga Sibugay,Diplahan,"Purok Ilsan, Santa Cruz, Diplahan, Zamboanga Sibugay",0908 860 0108,lyceltan43@gmail.com,"November 15, 2025"
Region 9,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-R09-TSP-01091-2025,LIKHANG YAKAN HANDLOOM WOVEN PRODUCTS,Zamboanga del Sur,Zamboanga City,"Yakan Village, Brgy. Calarian, Zamboanga Ciy",9073159822,likhangyakan@gmail.com,"May 14, 2026"
Region 9,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-R09-TSP-00272-2021,ANGIE'S YAKAN HANDLOOM WEAVING,Zamboanga del Sur,Zamboanga City,"Yakan Village Upper Calarian, Zamboanga City",9178546111,angiesyakancloth@gmail.com,"January 20, 2026"
Region 9,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-R09-TSP-01087-2025,SHUKRAN PASALUBONG SHOP,Zamboanga del Norte,Dipolog City,"Arcade 1, Rizal Avenue, Dipolog City, Zamboanga del Norte",0919 071 1485,wapelleec2022@gmail.com,"April 30, 2026"
