Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
Region 1,Travel and Tour Agency,DOT-R01-TTA-01599-2023,HUNDRED WONDERS TRAVEL AND TOURS,Pangasinan,Alaminos City,"Isla Grande Pension House, Inansuana st.",0981 253 5655,,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-01166-2022,Kharmela Events Travel & Tours,Pangasinan,Urdaneta City,168 MALL GF 160 NEW PUBLIC MARKET BLDG A POBLACION URDANETA CITY,9177200233,https://www.facebook.com/kharmelaTours/,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-01130-2022,MCP GREENERY TRAVEL AND TOURS,Pangasinan,Bautista,Zone 1,075-6369195 / 09176315554,https://enjoykadito.com/,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-01163-2022,PALM EAST TRAVEL AND TOURS AGENCY,Pangasinan,Urdaneta City,AMADEO R PEREZ JR AVENUE,9171285560,,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-01096-2022,REGENCY ESCAPADE TRAVEL & TOURS,Pangasinan,Urdaneta City,174 2/F M&A BLDG. AMBROSIO ST.,9971682002,,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-01138-2022,STO CRISTO TOURS AND TRAVEL,Pangasinan,San Carlos City,CAMPFAC BLDG,(075) 6321698 / 09088139890,https://www.facebook.com/StoCristoToursandTravel,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-00050-2020,Travel Guide International Travel & Tours Agency,Pangasinan,Manaoag,#246 Soriano St,9107256393,,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-01611-2023,BETHLEHEM TRAVEL SERVICES,Pangasinan,Alaminos City,"073 Sadsaran St.,Poblacion",09202212069/ 09398866802/ 0755401645,,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-01066-2022,CRISTA TRAVEL AND TOURS,Pangasinan,Urdaneta City,"Zone 2, San Vicente",9985572031,,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-02222-2024,AEROSKY INTERNATIONAL TRAVEL & TOURS AGENCY,Pangasinan,Dagupan City,"FLORENCIA GALLERIA BLDG. A.B. FERNANDEZ, Barangay I (T. Bugallon)",9171437063,,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-02285-2024,WORLD OF WONDERS TRAVEL & TOURS,Pangasinan,Manaoag,"428 Babasit, Manaoag, Pangasinan",9173251199,,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-02316-2024,EXPEDITIONARY VENTURES TOURS AND SERVICES CORPORATION,Pangasinan,Lingayen,"#16 Bengso, Poblacion",9285523091,,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-00015-2020,PALM ASIA INTERNATIONAL TRAVEL AND TOURS AGENCY,Pangasinan,Urdaneta City,"AMADEO R. PEREZ JR AVENUE ST., Brgy. Poblacion, Pangasinan",9171285560,,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-02900-2025,PRINCESS GATEWAYS TRAVEL AND TOUR,Pangasinan,San Carlos City,"Unit 10 2nd Floor Caranto Bldg., Mabini St. San Carlos City, Pangasinan",9950083241,,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-03045-2025,RAJ TRAVEL AND TOURS AGENCY,Pangasinan,Lingayen,"Avenida Rizal East, Poblacion, Lingayen, Pangasinan",9478712888,,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-00684-2021,ATHENA TRAVEL TOURS & EVENTS INC,Pangasinan,Calasiao,"Level 2 Robinsons Place Pangasinan, Brgy. San Miguel, Calasiao, Pangasinan",9228752072,,"June 30, 2027"
Region 1,Travel and Tour Agency,DOT-R01-TTA-02191-2024,SAVETRIP TRAVEL AND TOURS,Pangasinan,Camantiles,"Purok 1 Camantiles, Urdaneta City Pangasinan",0949 645 0649,,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-02195-2024,JUANDERFUL JOURNEYS TRAVEL AND TOURS,Pangasinan,Villasis,"GEN. LUNA ST.,Zone II (Pob.), Villasis, Pangasinan",9209698750,,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-00847-2022,ESCAPERS TRAVEL & TOURS,Pangasinan,Santa Barbara,"7 Phase 1 Farmville Zone 8 Tuliao, Santa Barbara, Pangasinan",9209420321,,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-03007-2025,GLOBALFAMILYADVENTURES TRAVEL AND TOURS,Pangasinan,Mangaldan,"8, Palua, Mangaldan, Pangasinan",9108202916,,"June 30, 2026"
Region 1,Travel and Tour Agency,DOT-R01-TTA-03097-2025,TRADEWINDS AIR SEA TOURS INC.,Pangasinan,Binalonan,Binalonan Airport Terminal Building Diversion Road Linmansangan Binalonan Pangasinan,9189029846,,"June 30, 2026"
Region 1,Rest Area,DOT-R01-TRE-02624-2025,R11 GASOLINE STATION,La Union,Rosario,CATAGUINTINGAN ROSARIO LA UNION,9334720081,,"January 7, 2026"
Region 1,MICE Venue / Facility,DOT-R01-MCF-02686-2025,GARDEN OF DREAMS EVENT CATERING SERVICES,Pangasinan,Lingayen,"PANGAPISAN SUR LINGAYEN, PANGASINAN",09190606433 / 09688797038,,"June 30, 2026"
Region 1,Spa,DOT-R01-SPA-03050-2025,JEWEL'S WHITE-ORCHID WELLNESS SPA,Pangasinan,Urdaneta City,"2F PENTAGON BLDG, NANCAYASAN, URDANETA, PANGASINAN",9338138883,,"June 13, 2026"
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
,​,,,,,,,,
