Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00253-2022,BAMBU SUITES,Palawan,Puerto Princesa City,"BM Road, Purok Matahimik, Puerto Princesa City",(+63) 9155822114,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01107-2023,CASA BELINA,Palawan,Puerto Princesa City,"20 Pineda Rd, San Pedro, Puerto Princesa City",(+63) 9166866574,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02923-2025,CROWN RESIDENCES AT HARBOUR SPRINGS MANAGEMENT CORP.,Palawan,Puerto Princesa City,"KM12, North National Highway, Sta. Lourdes, Puerto Princesa City",(+63) 9166256665,https://crownhotelpalawan.com,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01922-2024,D’ BEACH RESORT,Palawan,Puerto Princesa City,"KM 73 North National Highway, Brgy. Binduyan, Puerto Princesa City",(+63) 9171841778,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00321-2022,DINAHS TOURIST INN,Palawan,Puerto Princesa City,"El Rancho, Brgy. Santa Monica, Puerto Princesa City",(+63) 90171209871,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00756-2022,DOLCE VITA HOTEL & RESTAURANT,Palawan,Puerto Princesa City,"Wescom Road, Brgy. San Pedro, Puerto Princesa City",(+63) 9175032855,https://dolcevitahotelpalawan.com,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00193-2022,ELLEIS PLACE,Palawan,Puerto Princesa City,"Rizal Avenue, Brgy. Maningning (Pob.), Puerto Princesa City",(+63) 9194626350,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02161-2024,EMPIRE SUITES,Palawan,Puerto Princesa City,"Rizal Avenue, Brgy. Maningning (Pob.), Puerto Princesa City",(+63) 9399242755,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00796-2022,FLORAL VILLAROSA POOL,Palawan,Puerto Princesa City,"Villarosa Rd., Brgy. Bancao-Bancao, Puerto Princesa City",(+63) 9175121459,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00193-2022,ELLEIS PLACE,Palawan,Puerto Princesa City,"Rizal Avenue, Brgy. Maningning (Pob.), Puerto Princesa City",(+63) 9194626350,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02161-2024,EMPIRE SUITES,Palawan,Puerto Princesa City,"Rizal Avenue, Brgy. Maningning (Pob.), Puerto Princesa City",(+63) 9399242755,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00796-2022,GLMS PROPERTY LEASING - ONE EIGHT RESIDENCE INN,Palawan,Puerto Princesa City,"Nadayo Road, Brgy. San Pedro, Puerto Princesa City",(+63) 9202800132,https://oneeightresidenceinn.com,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02068-2024,GREEN TURTLE BACKPACKERS GUESTHOUSE,Palawan,Puerto Princesa City,"New Markt Road, Purok San Francisco 1, Tiniguiban, Puerto Princesa City",(+63) 939-902-2356,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01362-2023,HIBISCUS GARDEN INN,Palawan,Puerto Princesa City,"Manalo Extension, Brgy. Milagrosa (Pob.), Puerto Princesa City",(+63) 9088627403,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00914-2022,JEAMCO ROYAL HOTEL INC.,Palawan,Puerto Princesa City,"35S Malvar St., Brgy. Tagumpay (Pob.), Puerto Princesa City",(+63) 9163491037,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01215-2023,JZAR OPC,Palawan,Puerto Princesa City,"Nagtabon Road, Sitio Maranat 2, Brgy. Bacungan, Puerto Princesa City",(+63) 9260399048,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02506-2024,KSK SERENITY RESORT,Palawan,Puerto Princesa City,"Purok Magsasaka, Martha Ville, Brgy. Irawan, Puerto Princesa City",(+63) 9171489970,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02605-2025,LIMITLESS CREATIVE SPICES INC (WHITE BREEZE PALAWAN BOUTIQUE HOTEL),Palawan,Puerto Princesa City,"BM Road, Brgy. San Pedro, Puerto Princesa City",(+63) 9175551231,https://www.whitebreezepalawan.com,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00971-2022,LOLA ITANG'S PENSION HOUSE & RESTAURANT & TOURS INC,Palawan,Puerto Princesa City,"74 Rizal Avenue, Brgy. Magkakaibigan (Pob.), Puerto Princesa City",(+63) 9175614952 / (+63) 95675133245,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01170-2023,MARIANNE HOTEL,Palawan,Puerto Princesa City,"A. Abueg Sr. Road, Brgy. Bancao-Bancao, Puerto Princesa City",(+63) 9178656234,https://mariannehotel.com/,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00194-2022,MARINER’S PENSION HOUSE,Palawan,Puerto Princesa City,"Mabini St., Purok Centro, Puerto Princesa",(+63) 9991927029,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01249-2023,NOBER PENSION HOUSE,Palawan,Puerto Princesa City,"Mabini St., Purok Centro, Puerto Princesa",(+63) 9064786946,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02486-2024,ORANGE MANGROVE PENSION HOUSE,Palawan,Puerto Princesa City,"Burgos Corner Manalo Streets, Puerto Princesa City",(+63) 9178778121,https://www.orangemangrovehotel.com/,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00142-2022,PRECIOUS PALAWAN PEARL MARKETING CORP. (REMA TOURIST INN),Palawan,Puerto Princesa City,"Burgos Corner Manalo Streets, Puerto Princesa City",(+63) 9054270273,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00367-2022,PRING PENSION HOUSE,Palawan,Puerto Princesa City,"Rizal Ave., Brgy. Bancao-Bancao, Puerto Princesa City",(+63) 9177902976,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02746-2025,PUERTO PENSION CORPORATION,Palawan,Puerto Princesa City,"#35 Malvar, Brgy. Matiyaga (Pob.), Puerto Princesa City",(048) 433-2969 / (+63) 9178366316,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00828-2022,SOUTHWIND INLAND RESORT INC.,Palawan,Puerto Princesa City,"South National Highway, Brgy. Tiniguiban, Puerto Princesa City",(+63) 9171270045,https://sites.google.com/runwayviewtravellersinn,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02309-2024,THEDOME RESORT HOTEL,Palawan,Puerto Princesa City,"Hartman Beach, Wescom Road, Brgy. Tiniguiban, Puerto Princesa City",(+63) 9175195331,https://www.thedomehotels.com,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-03009-2025,4C’S TOURIST LODGE INC.,Palawan,Puerto Princesa City,"#69 P. VICENTE ST. (FORMERLY BALTAN ST.), BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 9195305421 / (+63) 9173296498,---,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02737-2025,ASIAWAY CORPORATION (SKYTEL HOTEL PALAWAN),Palawan,Puerto Princesa City,"NORTH RD. NATIONAL HIGHWAY, BRGY. SAN JOSE, PUERTO PRINCESA CITY",(+63) 919 007 3838,---,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01176-2023,BC LODGE,Palawan,Puerto Princesa City,"SUNKIST ST., PUROK MAPAGMAHAL, BRGY. SAN JOSE, PUERTO PRINCESA CITY",(+63) 9385320767,---,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02858-2025,BLUE LAGOON INN & SUITES,Palawan,Puerto Princesa City,"SUNKIST ST., PUROK MAPAGMAHAL, BRGY. SAN JOSE, PUERTO PRINCESA CITY",(+63) 9985583227 / (048) 433-0118,https://bluelagoon.com,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01110-2023,CARPE DIEM VILLAS AND RESORT PALAWAN CORP.,Palawan,Puerto Princesa City,"F. PONCE DE LEON RD., PUROK SILANGAN, SAN PEDRO, PUERTO PRINCESA CITY",(+63) 99754868174,---,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02208-2024,CLEON VILLAS PENSION,Palawan,Puerto Princesa City,"PINEDA RD SAN PEDRO, PUERTO PRINCESA CITY",(+63) 9267556288,---,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00756-2022,FILIGANS HOTEL,Palawan,Puerto Princesa City,"LOT 201, PVB BLDG., RIZAL AVE., BRGY. TANGLAW (POB.), PUERTO PRINCESA CITY",(048) 4331526 / (048) 4331527,https://filiganshotel.ph,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00728-2022,GARCELLANO TOURIST INN,Palawan,Puerto Princesa City,"UNIT 17 A&B, MSG BUILDING, BALTAN ST., BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",484332314,---,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02070-2024,KEEN PLACE HOUSE RENTAL,Palawan,Puerto Princesa City,"#30 LAGAN STREET, BRGY. TANGLAW (POB.)., PUERTO PRINCESA CITY",9292418589,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02998-2025,LS GARDEN VILLA,Palawan,Puerto Princesa City,"BM ROAD, BRGY. SAN PEDRO, PUERTO PRINCESA CITY",(+63) 9270264880,---,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02959-2025,MSG LODGING HOME,Palawan,Puerto Princesa City,"UNIT 17 A&B, MSG BUILDING, BALTAN ST., BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 9284149197,---,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02861-2025,PERCORA CORPORATION (CORAZON TOURIST INN),Palawan,Puerto Princesa City,"#2 PC ARCADE BLDG. JUNCTION 1, BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 9985660271,---,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01954-2024,PRINCESS-ARMICHA PENSION HOUSE,Palawan,Puerto Princesa City,"50 FERNANDEZ STREET, BRGY. TANGLAW (POB.), PUERTO PRINCESA CITY",(+63) 9701203827,---,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01257-2023,REMARI TOURIST INN BAR & RESTAURANT,Palawan,Puerto Princesa City,"331- RIZAL AVENUE, PUERTO PRINCESA CITY",(+63) 917-5527000,https://remaritouristinn.com,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01175-2023,RUNWAYVIEW TRAVELLERS INN,Palawan,Puerto Princesa City,"8 PUROK BAGONG LIPUNAN, FUNDADOR ROAD, PUERTO PRINCESA CITY",(+63) 9664958564,https://sites.google.com/runwayviewtravellersinn,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02309-2024,SAKURA’S POOL AND LEISURE HUB,Palawan,Puerto Princesa City,"VICENTE RD. 2, RIZAL ST. INTERIOR, BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 9459960255 / (+63) 4333146,---,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02950-2025,SESAME-HILLTOP VILLA RENTAL,Palawan,Puerto Princesa City,"BEVERLY HILLS DRIVE CORNER MITRA RD., BRGY. SANTA MONICA, PUERTO PRINCESA CITY",(+63) 9279159202,---,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-03001-2025,SANTIAGO INN PUERTO PRINCESA INC.,Palawan,Puerto Princesa City,"25L NADAYAO ROAD, BRGY. SAN PEDRO, PUERTO PRINCESA CITY",(+63) 9151696858,---,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02848-2025,TESSIE’S HOME STAY,Palawan,Puerto Princesa City,"PUROK MAGKAKAPATID, SAN MANUEL",(+63) 9088732141,---,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01350-2023,WILNAGS INN,Palawan,Puerto Princesa City,"PUROK MAGKAKAPATID, SAN MANUEL",(+63) 9812165896,---,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02922-2025,ADVENTUREPAL TRAVEL AND TOURS,Palawan,Puerto Princesa City,"RM. 203, SJ TWENTY TEN BLDG., BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 939 570 6806,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-01909-2024,AFFORDAPALAWAN TRAVEL SERVICES,Palawan,Puerto Princesa City,"G. DELA CRUZ BLDG, BRGY. TAGUMPAY (POB.), PUERTO PRINCESA CITY",(+63) 955 294 6463,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-02065-2024,AJ TRAVEL AND TOURS,Palawan,Puerto Princesa City,"PUROK KILOS AGA, BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 908 508 1160,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-01295-2023,AJI TRAVEL AND TOURS CORPORATION,Palawan,Puerto Princesa City,"G/F HOTEL FLEURI'S LACAO STREET, BRGY. MANINGNING (POB.), PUERTO PRINCESA CITY",(+63) 9260383458 / (+63) 9064768218,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00271-2022,AMORS PLACE,Palawan,Puerto Princesa City,"3 LAGAN ST., BRGY. BANCAO-BANCAO, PUERTO PRINCESA CITY",(+63) 9493589889,---,"June 30, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01894-2024,ASIA'S WONDER TRAVEL AND TOUR,Palawan,Puerto Princesa City,"PUROK MASAYA, BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 917 823 5848,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00258-2022,AUGUSTO MIGGEL TRAVEL AND TOURS,Palawan,Puerto Princesa City,"BM ROAD PUROK MASAGANA, BRGY. SAN PEDRO, PUERTO PRINCESA CITY",(+63) 917 178 8018,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00221-2022,AVMC TRAVEL SERVICES,Palawan,Puerto Princesa City,"COR. SAMPALOC RD. STA. MONICA, PUERTO PRINCESA CITY",(+63) 999 994 5256,https://www.avmctravel.com/,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-02484-2024,BLESS TRAVEL SERVICES,Palawan,Puerto Princesa City,"UNIT C DON GRANDE SPACE RENTAL, BRGY. TAGBUROS, PUERTO PRINCESA CITY",(+63) 917 536 2178,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00270-2022,BOOKNGO TRAVEL AND TOURS,Palawan,Puerto Princesa City,"PUROK SAMPAGUITA, BRGY. SANTA MONICA, PUERTO PRINCESA CITY",(+63) 916 173 2615,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00700-2022,CELYN TRAVEL & TOURS,Palawan,Puerto Princesa City,"PUROK MAAGAP, BRGY. SANTA MONICA, PUERTO PRINCESA CITY",(+63) 917 770 8744,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-01930-2024; DOT-R4B-TOP-02484-2024,CHING WEI TRAVEL & TOURS,Palawan,Puerto Princesa City,"LAGUNA VILAGE PHASE 1, SOLID ROAD, PUROK MASIGLA, PUERTO PRINCESA CITY",(+63) 917 677 2165,https://chingweitravelandtours.com/,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00611-2022,CHRISJOH TRAVEL AND TOURS,Palawan,Puerto Princesa City,"#38 AQUIAS BLDG. SAN JUAN RD., BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 953 114 2928,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00251-2022,CLARK KENT TRAVEL AND TOURS,Palawan,Puerto Princesa City,"MARIA FE TRAVELLERS INN BLDG., BRGY. MILAGROSA, PUERTO PRINCESA CITY",(+63) 955 294 6691,ckpalawantours.com,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00700-2022,CORAZON TRAVEL AND TOURS,Palawan,Puerto Princesa City,"GROUND FLOOR, PC ARCADE, 2 JUNCTION 1, BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 927 685 5534,corazontravelandtours@yahoo.com,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00664-2022,CML TRAVEL AND TOURS,Palawan,Puerto Princesa City,"#61-D LACAO ST, BRGY. MANINGNING (POB.), PUERTO PRINCESA CITY",(+63) 917 899 4442,cml-tours-palawan.my.canva.site,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00378-2022,DALUYON TRAVEL AND TOURS,Palawan,Puerto Princesa City,"SITIO SABANG BRGY. CABAYUGAN, PUERTO PRINCESA CITY",(+63) 917 892 6316,daluyonbeachandmountainresort.com,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-01997-2024,DELIGHTURSELF TRAVEL SERVICES,Palawan,Puerto Princesa City,"48 P. VICENTE ST. GROUND FLOOR BJL BLDG., BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 909 567 8410,https://www.delighturself-travel.com,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-01345-2023,DENTOURIDE TOUR ASSISTANCE SERVICES,Palawan,Puerto Princesa City,"PUROK MALIGAYA, BRGY. SAN JOSE, PUERTO PRINCESA CITY",(+63) 945 693 1066,dentouridepalawan.com,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-01224-2023,EAS-ELLENS TRAVEL & TOURS,Palawan,Puerto Princesa City,"#84 MAGBANUA ROAD 2, BRGY SAN PEDRO, PUERTO PRINCESA CITY",(+63) 935 531 9073,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00306-2022,EL MUNDO TRAVEL & TOURS,Palawan,Puerto Princesa City,"371 RIZAL AVENUE, DAGOMBOY VILLAGE, BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 917 503 2855,https://dolcevitahotelpalawan.com,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00549-2022,EL TARAW PHILIPPINES - TRAVEL AND TOURS,Palawan,Puerto Princesa City,"PRK. MASIGLA 2 BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 915 836 8058,eltarawphilippines.com,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00711-2022,EXPLORING BEARCAT TRAVEL AND TOURS SERVICES,Palawan,Puerto Princesa City,"G. RODRIGUEZ ST. NEW MARKET RD. BRGY. STA. MONICA, PUERTO PRINCESA CITY",(+63) 917 876 3508,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-01510-2023,FORTWALLY TRAVEL AND TOUR,Palawan,Puerto Princesa City,"PUROK BAGONG LIPUNAN., BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 917 276 2875 / (+63) 926 088 3682,https://web.facebook.com/fortwallytravelandtours,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00452-2022,GARDEN OF NATURE TRAVEL AND TOURS,Palawan,Puerto Princesa City,"RM 3, 1ST FLOOR CAPITOL COMMERCIAL COMPLEX FERNANDEZ ST., BRGY. TANGLAW, PUERTO PRINCESA CITY",(+63) 917 791 9449,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-02915-2025,GLOVAL TRAVEL AND TOUR SERVICES,Palawan,Puerto Princesa City,"PUROK MASIGLA, BRGY. TAGBUROS, PUERTO PRINCESA CITY",(+63) 917 77 39678,glovaltravelandtours.mystrikingly.com,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00222-2022,HACHIKU TRAVEL AND TOURS,Palawan,Puerto Princesa City,"DCRM STUDCOM UNIT L, WESCOM ROAD, BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 995 158 3757,hachikutravelandto.wixsite.com/my-site-1,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-01520-2023,HADEFE TRAVEL AND TOURS,Palawan,Puerto Princesa City,"UNIT 206 2ND FLOOR ERC PLAZA BUILDING, BRGY. SAN PEDRO, PUERTO PRINCESA CITY",(+63) 917 849 6877 / (+63) 912 369 6068,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00366-2022,HAPPYFEET TRAVEL AND TOURS,Palawan,Puerto Princesa City,"SOTERA’S MANSION RM. 1, ABAD SANTOS ST., BRGY. MAUNLAD, PUERTO PRINCESA CITY",(+63) 955 274 1988 / (+63) 992 385 6946,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-01174-2023,ISLAND GETAWAYS TRAVEL & TOURS,Palawan,Puerto Princesa City,"161 MANALO ST., BRGY. TANGLAW (POB.), PUERTO PRINCESA CITY",(+63) 917 728 8870,www.islandgetawayspalawan.com,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-01970-2024,ISLAND LUXURY TRAVEL AND TOUR SERVICES,Palawan,Puerto Princesa City,"PUROK BAGONG SILANG, BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 905 277 7986,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00341-2022,JEWEL TRIP TRAVEL AND TOURS,Palawan,Puerto Princesa City,"PUROK MAGALANG, NEW MARKET ROAD BRGY. SANTA MONICA, PUERTO PRINCESA CITY",(+63) 916 661 5117,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00298-2022,JOHANA TRAVEL AND TOURS,Palawan,Puerto Princesa City,"NEW MARKET ROAD, BRGY. TINIGUIBAN, PUERTO PRINCESA CITY",(+63) 917 773 9929,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-02150-2024,KALOKAIRI TRAVEL AND TOURS,Palawan,Puerto Princesa City,"NATIONAL HI WAY, BRGY. SAN MIGUEL, PUERTO, PUERTO PRINCESA CITY",(+63) 995 429 6584,https://kalokairitours.com,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-01095-2022,KARA TRAVEL AND TOURS,Palawan,Puerto Princesa City,"501 PERDECO ST., BRGY. BANCAO-BANCAO, PUERTO PRINCESA CITY",(+63) 917 587 1930,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00282-2022,KING JAMES TRAVEL AND TOURS,Palawan,Puerto Princesa City,"UNIT 1, PALAWAN CASA, MALVAR ST., BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 917 866 9908,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-02141-2024,LA MADRID TRAVEL AND TOUR SERVICES,Palawan,Puerto Princesa City,"BM ROAD, BRGY. SAN PEDRO, PUERTO PRINCESA CITY",(+63) 999 953 4894,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-02024-2024,LAKKBAY TRAVEL SERVICES,Palawan,Puerto Princesa City,"PUROK SAMPAGUITA, EMPLOYEES VILLAGE, BRGY. SANTA MONICA, PUERTO PRINCESA CITY",(+63) 947 443 9671,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-02887-2025,MAPLE TRAVEL AND TOURS,Palawan,Puerto Princesa City,"MALVAR ST., BRGY. MANDARAGAT, PUERTO PRINCESA CITY",(+63) 917 553 5003,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00191-2022,MARC’ ACE TRAVEL AND TOURS,Palawan,Puerto Princesa City,"COR. LAPU-LAPU PENSYLVANIA ST., OLD BUNCAG, BRGY. MANDARAGAT, PUERTO PRINCESA CITY",(+63) 967 543 7550,https://6448913a30a15.site123.me,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00374-2022,MEETING SPOT TRAVEL & TOURS,Palawan,Puerto Princesa City,"UNIT 7 MERCADO DE SAN MIGUEL, BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 956 950 4198,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-02182-2024,MIYA’S TRAVEL AND TOURS,Palawan,Puerto Princesa City,"PUROK PAGKAKAISA, BRGY. SAN JOSE, PUERTO PRINCESA CITY",(+63) 966 637 1844,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00926-2022,MONALIZA TRAVEL AND TOURS,Palawan,Puerto Princesa City,"1ST FL., PETAL BLDG., FERNANDEZ ST., BRGY. TANGLAW, PUERTO PRINCESA CITY",(+63) 968 368 5220,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-02145-2024,NATURAL ARTS TRAVEL AND TOURS,Palawan,Puerto Princesa City,"VICTORIA BUILDING PUROK KATARUNGAN, BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 920 828 6308,naturalartstravel.com,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-01168-2023,OPTIMAL TRAVEL SERVICES,Palawan,Puerto Princesa City,"PUROK PAGKAKAISA, BRGY. SANTA MONICA, PUERTO PRINCESA CITY",(+63) 960 353 9898,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-01908-2024,PALAJUANDERS TRAVEL AND TOURS,Palawan,Puerto Princesa City,"1ST FL., PETAL BLDG., FERNANDEZ ST., BRGY. TANGLAW, PUERTO PRINCESA CITY",(+63) 905 097 0289,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00965-2022,PALAWAN HOLIDAYS PHIL. ADVENTURES CORP.,Palawan,Puerto Princesa City,"PUROK BAYANIHAN, BRGY. SAN MANUEL, PUERTO PRINCESA CITY",(+63) 917 819 7762,palawanholidays.odoo.com,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00183-2022,PALAWANDER TRAVEL AND TOURS,Palawan,Puerto Princesa City,"PUROK DAMAYAN, BRGY. BAGONG SIKAT BAGONG SIKAT (POB.), PUERTO PRINCESA CITY",(+63) 977 714 2721,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00741-2022,PANGLIMA TOURISM AND LEISURE CORP.,Palawan,Puerto Princesa City,"BUILDING 2ND FLOOR ROOM NO. 3, BRGY. MANDARAGAT, PUERTO PRINCESA CITY",(+63) 917 307 7700,---,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00322-2022,RIDE N GO TRAVEL AND TOURS,Palawan,Puerto Princesa City,"WTEI BUILDING-CALTEXT AIRPORT, BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 916 615 9573 / (+63) 992 551 7510,---,"June 30, 2026"
